setting_1,setting_2,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,s_2_rolling_mean,s_3_rolling_mean,s_4_rolling_mean,s_6_rolling_mean,s_7_rolling_mean,s_8_rolling_mean,s_9_rolling_mean,s_11_rolling_mean,s_12_rolling_mean,s_13_rolling_mean,s_14_rolling_mean,s_15_rolling_mean,s_17_rolling_mean,s_20_rolling_mean,s_21_rolling_mean,s_2_rolling_std,s_3_rolling_std,s_4_rolling_std,s_6_rolling_std,s_7_rolling_std,s_8_rolling_std,s_9_rolling_std,s_11_rolling_std,s_12_rolling_std,s_13_rolling_std,s_14_rolling_std,s_15_rolling_std,s_17_rolling_std,s_20_rolling_std,s_21_rolling_std
0.0005,0.0003,642.65,1588.92,1406.4,21.61,553.89,2388.06,9054.35,47.45,522.16,2388.09,8140.15,8.4686,393,38.71,23.2708,642.774,1588.112,1405.308,21.61,553.498,2388.064,9057.682,47.422000000000004,521.7779999999999,2388.098,8138.528,8.441559999999999,392.8,38.812,23.30594,0.20218803129775575,2.293200819815196,5.233370806659025,0.0,0.29115288080357493,0.03209361307309705,6.052732440806327,0.05805170109482371,0.23220680437906063,0.013038404812999074,1.8501945843640006,0.028250893791175465,0.8366600265341112,0.1373681185719845,0.07417875706695834
0.0022,-0.0003,641.94,1583.23,1401.29,21.61,553.51,2388.03,9054.17,47.33,521.75,2388.13,8140.66,8.4204,392,38.83,23.4356,642.546,1587.9,1403.18,21.61,553.536,2388.066,9055.636000000002,47.386,521.792,2388.106,8138.5,8.43202,392.8,38.788,23.335340000000002,0.3554996483822836,2.7402828321180484,3.8472132771650815,0.0,0.27400729917321404,0.02880972058315252,4.81700944570614,0.04393176527297921,0.2268700068319728,0.018165902127127005,1.8077887044700893,0.024903654350318404,0.8366600265341112,0.11606032913966809,0.09246511774717216
-0.0033,0.0003,642.73,1584.78,1413.55,21.61,553.3,2388.09,9057.95,47.38,521.9,2388.08,8139.34,8.4272,394,39.03,23.3539,642.516,1587.2920000000001,1404.782,21.61,553.45,2388.07,9055.552,47.382000000000005,521.814,2388.098,8138.974,8.43622,392.8,38.838,23.32902,0.3253152317367176,3.0788098349850697,6.0897348053910925,0.0,0.26523574419799906,0.03082207001606172,4.760747840415795,0.04324349662087722,0.2319051530258588,0.01923538406355302,1.6057490463986,0.02091128881729195,0.8366600265341112,0.15801898620104057,0.08920191701975064
-0.0001,0.0002,643.38,1588.8,1410.71,21.61,553.93,2388.07,9070.51,47.42,521.72,2388.08,8142.93,8.4459,393,38.99,23.3445,642.6600000000001,1587.166,1407.468,21.61,553.584,2388.0620000000004,9059.802,47.392,521.85,2388.094,8139.966,8.44152,393.0,38.903999999999996,23.35604,0.511224021344822,2.9807683573200787,4.7730409593869565,0.0,0.31061229853332395,0.021679483390649183,6.791518239684521,0.045497252664315924,0.1886796226410124,0.020736441354882784,2.238041554576212,0.018837913897251424,0.7071067811865878,0.13183322798141428,0.059388997297461485
0.0005,0.0001,642.94,1585.75,1410.18,21.61,553.74,2388.11,9057.13,47.36,521.13,2388.08,8146.62,8.4347,392,39.02,23.3679,642.728,1586.2959999999998,1408.426,21.61,553.674,2388.072,9058.822,47.388,521.732,2388.092,8141.94,8.43936,392.8,38.916000000000004,23.354539999999997,0.5237079338715451,2.5075944648209387,4.73222252223874,0.0,0.26613906139475835,0.030331501777388335,6.743005264715439,0.047644516998289824,0.37890632087621484,0.0216794833900885,2.9361965193099153,0.018886582538941123,0.8366600265341112,0.1406413879339887,0.05887022167444179
-0.0038,-0.0002,642.93,1587.59,1414.7,21.61,553.12,2388.13,9059.63,47.53,521.86,2388.12,8141.28,8.4582,392,38.72,23.3774,642.784,1586.03,1410.086,21.61,553.52,2388.0860000000002,9059.878,47.403999999999996,521.672,2388.098,8142.166,8.43728,392.6,38.918,23.37586,0.5282329031781497,2.212882735257398,5.26915837681695,0.0,0.32596012026043725,0.038470768124020636,6.264001915705918,0.07765307463327921,0.31204166388473314,0.024899799197463043,2.804510652503752,0.015042838827834594,0.894427190999952,0.13700364958642128,0.03570816433251086
0.0001,0.0004,642.11,1590.13,1410.65,21.61,553.83,2388.11,9058.12,47.7,521.31,2388.09,8140.9,8.4442,392,38.85,23.2702,642.818,1587.41,1411.958,21.61,553.5840000000001,2388.102,9060.668,47.478,521.584,2388.0899999999997,8142.214,8.44204,392.6,38.922000000000004,23.34278,0.4615950606321997,2.181478856189165,2.0299433489572016,0.0,0.35373719058102593,0.022803508502681185,5.575385188483254,0.1404279174523649,0.3448622913569556,0.017320508077211114,2.7741809602127687,0.011777223781532184,0.894427190999952,0.13405222862749575,0.04249714108029162
-0.0049,-0.0004,642.61,1588.16,1404.23,21.61,553.76,2388.11,9068.76,47.42,521.69,2388.04,8143.31,8.4496,393,38.97,23.3659,642.7940000000001,1588.086,1410.0939999999998,21.61,553.676,2388.106,9062.83,47.486000000000004,521.542,2388.082,8143.008,8.44652,392.4,38.910000000000004,23.34518,0.4703509328151002,1.6121507373692479,3.7515903294443356,0.0,0.319577846541456,0.02190890230079255,6.305977323137988,0.13446189051180596,0.3075223569108142,0.028635642127124494,2.267899909609659,0.00853504540118897,0.5477225575052381,0.12429802894655748,0.04360650180876875
-0.0006,0.0006,642.82,1592.24,1403.73,21.61,553.32,2388.08,9061.94,47.35,521.91,2388.1,8141.92,8.4482,393,38.78,23.384,642.682,1588.7740000000001,1408.698,21.61,553.554,2388.108,9061.116,47.472,521.5799999999999,2388.0860000000002,8142.806,8.44698,392.4,38.867999999999995,23.35308,0.3462224718298902,2.4887406453867595,4.654961868800173,0.0,0.3147697571244746,0.017888543820743105,4.641716277407913,0.14618481453286356,0.34452866353898487,0.029664793949108096,2.3209437735558454,0.00855523231714754,0.5477225575052381,0.1259761882261991,0.04690572459730245
0.0008,0.0004,642.53,1581.3,1404.73,21.61,554.19,2388.04,9057.46,47.45,521.19,2388.06,8142.12,8.3984,393,38.83,23.228,642.6,1587.884,1407.6080000000002,21.61,553.644,2388.094,9061.182,47.489999999999995,521.592,2388.082,8141.906,8.43972,392.6,38.83,23.325100000000003,0.31717503054302526,4.10885993920465,4.854968588980396,0.0,0.42594600596803045,0.03507135583432668,4.572703795343784,0.13397761006977685,0.3254535297088476,0.031937438845865626,0.9248134947161976,0.023656119715629767,0.5477225575052381,0.09300537618872412,0.07125931518053343
0.0018,-0.0001,642.21,1590.6,1411.17,21.61,553.47,2388.11,9051.49,47.5,521.02,2388.09,8131.6,8.4277,393,38.83,23.2863,642.456,1588.486,1406.902,21.61,553.714,2388.09,9059.554,47.484,521.424,2388.076,8139.969999999999,8.433620000000001,392.8,38.852,23.30688,0.29236962906558195,4.272268718140306,3.6804238886286065,0.0,0.3379792893063593,0.0308220700159483,6.3622464585999365,0.13240090634134138,0.3667151483100296,0.025099800796453887,4.756637467792981,0.021536991433347887,0.4472135955000406,0.07085195833570004,0.06599596199767835
-0.0024,0.0005,642.63,1595.96,1402.54,21.61,552.91,2388.16,9059.62,47.46,521.46,2388.13,8136.94,8.4491,393,38.86,23.317,642.5600000000001,1589.652,1405.28,21.61,553.53,2388.1,9059.854000000001,47.436,521.4540000000001,2388.084,8139.178,8.4346,393.0,38.854,23.31624,0.22271057451313353,5.462812462459201,3.3914303766984157,0.0,0.479739512652681,0.04415880433209918,6.3128979082482655,0.05594640292283545,0.36115093797472814,0.03507135583412921,4.890860864920865,0.02223881741460462,0.0,0.07092249290601377,0.0627311963858395
-0.0008,0.0004,642.07,1589.51,1409.91,21.61,553.77,2388.04,9057.98,47.43,521.88,2388.1,8139.66,8.3989,392,38.94,23.3321,642.452,1589.922,1406.4160000000002,21.61,553.532,2388.0860000000002,9057.698,47.438,521.492,2388.096,8138.447999999999,8.42446,392.8,38.848,23.30948,0.30727837541866404,5.4036765262180015,3.869403054734647,0.0,0.4809573785692782,0.05079370039743204,3.884716205848388,0.05540758070882046,0.4000874904317682,0.025099800797581708,4.36395692004569,0.025068167065022934,0.4472135955000406,0.05890670590012792,0.05765793093754671
-0.001,0.0005,642.65,1581.19,1407.07,21.61,553.33,2388.08,9052.17,47.54,521.47,2388.14,8136.0,8.4151,392,38.76,23.1893,642.418,1587.712,1407.084,21.61,553.534,2388.0860000000002,9055.744,47.476,521.4040000000001,2388.1040000000003,8137.264,8.417840000000002,392.6,38.843999999999994,23.27054,0.26252618916959736,6.38852643416307,3.5661996578974624,0.0,0.47987498371996384,0.05079370039743204,3.6687095824006355,0.04393176527306546,0.3268485887992563,0.03209361307330545,3.9719365553864066,0.02132224190838637,0.5477225575052381,0.06503845016607313,0.06042791573436624
-0.0026,0.0005,642.52,1593.95,1410.48,21.61,553.8,2388.1,9062.97,47.51,521.96,2388.08,8138.79,8.4927,392,38.8,23.2383,642.4159999999999,1590.242,1408.234,21.61,553.456,2388.098,9056.846,47.488,521.558,2388.1079999999997,8136.598,8.436699999999998,392.4,38.838,23.2726,0.26149569786118815,5.6799533448787125,3.544365951758442,0.0,0.36438990106792496,0.04381780460091116,4.9253456731464995,0.04324349662098172,0.3781798513934189,0.025884358213252565,3.147827822485757,0.03628415632201138,0.5477225575052381,0.06797058187190595,0.058767933433120575
-0.0007,-0.0001,642.52,1582.36,1407.68,21.61,553.15,2388.08,9061.37,47.6,521.48,2388.09,8138.05,8.4079,393,38.85,23.2926,642.478,1588.5939999999998,1407.536,21.61,553.392,2388.0919999999996,9058.822,47.508,521.6500000000001,2388.1079999999997,8137.888000000001,8.432739999999999,392.4,38.842,23.27386,0.23594490882390273,6.660813013439095,3.1424878679139954,0.0,0.38861291795353686,0.04381780460094619,4.162123256218783,0.06685805860186642,0.24819347291953617,0.025884358213252565,1.4528489253933885,0.03852334357243776,0.5477225575052381,0.06797058187190282,0.059201038842233586
0.0015,0.0005,641.88,1590.35,1413.17,21.61,552.89,2388.12,9055.56,47.51,521.62,2388.09,8143.84,8.3939,394,38.89,23.2822,642.328,1587.472,1409.6619999999998,21.61,553.388,2388.084,9058.009999999998,47.518,521.682,2388.1,8139.267999999999,8.421700000000001,392.6,38.848,23.2669,0.3334216549654605,5.477154370656309,2.4332837894459547,0.0,0.3948670662392073,0.029664793949243835,4.35890467892667,0.06140032573212814,0.22698017534542095,0.023452078801152826,2.8917416897117327,0.04052061203881139,0.894427190999952,0.0712039324757029,0.054738788806474356
-0.0005,0.0004,642.59,1595.21,1409.69,21.61,553.73,2388.13,9066.29,47.43,521.86,2388.06,8141.05,8.4275,393,38.93,23.2474,642.432,1588.612,1409.618,21.61,553.38,2388.102,9059.672,47.517999999999994,521.6780000000001,2388.0919999999996,8139.546,8.42742,392.8,38.846,23.249959999999998,0.31332092173988496,6.504269367115677,2.4296645859008157,0.0,0.38548670534841767,0.02280350850287313,5.71722135306547,0.06140032573212814,0.2227554713129273,0.029495762409006032,3.0035029548873275,0.03846390515795245,0.8366600265341112,0.06804410334485154,0.0408648137154719
0.0003,0.0003,642.6,1590.83,1409.41,21.61,553.78,2388.12,9063.66,47.51,521.5,2388.06,8137.07,8.4787,391,38.88,23.2615,642.422,1590.54,1410.086,21.61,553.47,2388.11,9061.970000000001,47.512,521.684,2388.076,8139.76,8.44014,392.6,38.870000000000005,23.264400000000002,0.30531950478135644,5.0117262495071495,2.004302871319332,0.0,0.42172265767955824,0.020000000000771945,3.998956113776751,0.06016643582605629,0.21605554841254854,0.015165750890625553,2.7116231301596936,0.04355098161924932,1.1401754250991678,0.04847679857418794,0.022862086518948128
0.0031,0.0005,642.65,1584.56,1412.65,21.61,553.94,2388.09,9062.94,47.52,522.17,2388.18,8144.35,8.4489,392,38.85,23.332,642.4480000000001,1588.6619999999998,1410.52,21.61,553.4979999999999,2388.108,9061.964000000002,47.513999999999996,521.726,2388.096,8140.872,8.431379999999999,392.6,38.88,23.283139999999996,0.3208893890422863,5.171254199901607,2.3208834524761315,0.0,0.45262567315643126,0.021679483389414226,3.9971027006962205,0.06024948132566056,0.29065443399301705,0.04929503017640796,3.2922666963684444,0.0336052376870043,1.1401754250991678,0.033166247903573226,0.032493507043706585
0.0002,-0.0003,642.63,1591.24,1408.77,21.61,553.7,2388.04,9052.23,47.43,521.77,2388.06,8139.36,8.4274,395,38.93,23.2825,642.47,1590.4379999999999,1410.738,21.61,553.6080000000001,2388.1,9060.136,47.48,521.784,2388.09,8141.134,8.43528,393.0,38.896,23.281119999999998,0.3306811152756339,3.812068992030224,2.0189898464273757,0.0,0.4119101843851773,0.03674234614227585,5.949733607477205,0.0458257569496482,0.25618352796336846,0.05196152422792011,3.0551317483894316,0.03124791193024146,1.5811388300842122,0.03435112807462629,0.032069565011073345
0.0044,0.0,642.5,1595.9,1408.5,21.61,553.46,2388.11,9060.36,47.66,521.34,2388.16,8141.23,8.4498,393,38.84,23.2956,642.594,1591.548,1409.804,21.61,553.722,2388.098,9061.096000000001,47.51,521.728,2388.1040000000003,8140.611999999999,8.446459999999998,392.8,38.886,23.2838,0.05770615218472458,4.521965280715606,1.6611381640247507,0.0,0.17326280616491246,0.03563705936300219,5.387479002272557,0.09407443861118851,0.3229086558142899,0.06066300355316839,2.6767368193412135,0.021090827390132745,1.4832396974191564,0.042778499272421895,0.0327353784153994
0.0031,0.0003,643.37,1594.71,1411.91,21.61,553.48,2388.12,9058.07,47.52,520.87,2388.08,8142.15,8.4405,393,38.76,23.3299,642.75,1591.4479999999999,1410.248,21.61,553.672,2388.096,9059.452000000001,47.528000000000006,521.53,2388.1079999999997,8140.831999999999,8.44906,392.8,38.852000000000004,23.3003,0.3513545218152482,4.425231067413021,1.9022407839120268,0.0,0.20376457003162343,0.03361547262854678,4.603397658246812,0.08288546314047886,0.48471641193582776,0.05761944116435432,2.7654692187794034,0.018851604706242763,1.4832396974191564,0.062209324060024544,0.03051810937785812
0.0036,0.0004,641.62,1592.13,1409.83,21.61,553.9,2388.11,9065.92,47.34,521.1,2388.05,8138.77,8.4315,393,38.82,23.321,642.554,1591.708,1410.3319999999999,21.61,553.6960000000001,2388.094,9059.903999999999,47.494,521.45,2388.1059999999998,8141.1720000000005,8.43962,393.2,38.839999999999996,23.3122,0.6237226947931276,4.418027840563823,1.8648914177447538,0.0,0.22556595487829278,0.03209361307246828,5.1930559403826,0.11907980517287096,0.5224461694758558,0.05983310120731831,2.2423469847494175,0.010072090150522631,1.095445115010361,0.061237243569634524,0.022025099318700926
0.0047,-0.0001,642.85,1596.16,1401.88,21.61,553.07,2388.08,9055.65,47.6,521.46,2388.11,8143.02,8.4145,393,38.83,23.2673,642.5939999999999,1594.0279999999998,1408.178,21.61,553.522,2388.0919999999996,9058.446,47.51,521.308,2388.0919999999996,8140.906,8.43274,393.4,38.836,23.29926,0.6376754660483739,2.229926007739583,3.76748855339772,0.0,0.3100322563867377,0.03271085446834102,5.150769845369741,0.12845232578669089,0.34375863625531083,0.044384682043299886,1.8079076303878794,0.013360501487598197,0.894427190999952,0.06107372593846923,0.02611116619377647
0.0035,0.0002,642.17,1594.05,1404.28,21.61,553.45,2388.07,9060.47,47.45,521.62,2388.11,8147.53,8.4803,393,38.92,23.1655,642.5020000000001,1594.59,1407.28,21.61,553.472,2388.0980000000004,9060.094000000001,47.514,521.278,2388.102,8142.539999999999,8.44332,393.0,38.833999999999996,23.27586,0.6638297974631795,1.6231604972991587,4.110589981983769,0.0,0.29388773366760096,0.021679483389534834,3.8078904921148733,0.12561846997957876,0.29668164756204946,0.040865633484566496,3.209813078671355,0.024432396525931283,0.0,0.05727128425317217,0.06633289530843227
-0.0053,0.0002,642.27,1596.6,1412.89,21.61,552.64,2388.09,9065.57,47.6,521.46,2388.12,8142.34,8.4402,394,38.67,23.3425,642.456,1594.73,1408.158,21.61,553.308,2388.094,9061.136,47.502,521.302,2388.094,8142.762,8.4414,393.2,38.8,23.285239999999998,0.6719226145918885,1.7863790191312023,4.840379117381547,0.0,0.47515260706468854,0.020736441354257337,4.5411210069676295,0.11009087155622647,0.3076036410709734,0.028809720583298847,3.1340500953253416,0.02417167764141115,0.4472135955000207,0.09246621004459418,0.07282086239532767
-0.0041,0.0001,643.18,1595.74,1415.59,21.61,554.52,2388.07,9063.72,47.36,521.33,2388.1,8142.59,8.4571,394,38.94,23.3448,642.4179999999999,1594.9360000000001,1408.894,21.61,553.516,2388.0840000000003,9062.266,47.470000000000006,521.394,2388.098,8142.85,8.44472,393.4,38.836,23.288220000000003,0.6098114462684084,1.8420179152201381,5.748167534091307,0.0,0.7290610399686756,0.016733200531919814,4.283086503901751,0.12569805089979452,0.19385561637482301,0.02774887385274671,3.1187096690792604,0.025137859893005668,0.5477225575052219,0.10691117808726609,0.07536575482272558
-0.0028,0.0005,642.64,1578.65,1398.64,21.61,553.31,2388.13,9062.59,47.69,521.87,2388.11,8139.28,8.4375,393,38.67,23.2359,642.622,1592.2400000000002,1406.6560000000002,21.61,553.398,2388.088,9061.6,47.54,521.548,2388.11,8142.952,8.445920000000001,393.4,38.806,23.2712,0.4158966217703998,7.658168841178314,7.269644420464224,0.0,0.6984769144361964,0.024899799196793786,3.8050886980349716,0.1324764129949653,0.20729206448866866,0.007071067821036756,2.956005751010933,0.02448370886937709,0.5477225575052219,0.1308816259068097,0.07572060485759192
0.0012,-0.0003,642.79,1585.53,1402.73,21.61,553.55,2388.1,9069.68,47.59,521.51,2388.13,8142.28,8.4785,393,38.87,23.172,642.61,1590.114,1406.826,21.61,553.494,2388.092,9064.405999999999,47.538,521.558,2388.114,8142.803999999999,8.45872,393.4,38.814,23.25214,0.4084727653100226,7.772524043063295,7.138797517788708,0.0,0.6747073439649431,0.024899799196752694,3.479601988715447,0.13141537200804385,0.20315019074559254,0.011401754257131452,2.970240730986269,0.02032761668274794,0.5477225575052219,0.13390294993019813,0.08795375489426303
-0.0044,0.0005,642.32,1593.73,1408.52,21.61,553.35,2388.07,9062.16,47.49,521.58,2388.05,8141.05,8.4535,392,38.75,23.397,642.64,1590.05,1407.6740000000002,21.61,553.4739999999999,2388.0919999999996,9064.744,47.546,521.55,2388.102,8141.508,8.45336,393.2,38.78,23.298440000000003,0.3719542982679628,7.7332302435655755,7.011449921377472,0.0,0.6778126584833353,0.024899799196752694,3.058256038964936,0.12581732790046576,0.20087309426594613,0.031144823006488864,1.3813652666877165,0.016361173552059575,0.8366600265341112,0.12124355652987341,0.09179179157200627
0.0001,-0.0003,642.62,1587.96,1408.64,21.61,553.85,2388.11,9061.0,47.47,520.61,2388.05,8136.39,8.4432,394,38.74,23.1707,642.71,1588.322,1406.824,21.61,553.716,2388.096,9063.829999999998,47.519999999999996,521.38,2388.088,8140.317999999999,8.45396,393.2,38.794000000000004,23.26408,0.3132091952673339,6.814453022803778,6.456696523763981,0.0,0.49767459247988044,0.02607680962155637,3.4121107836468236,0.125299640861462,0.4723346271448423,0.036331804250182245,2.5521500739598557,0.01580341735197294,0.8366600265341112,0.1087658034494812,0.10268411269519634
0.0004,-0.0004,643.15,1594.27,1405.51,21.61,553.24,2388.14,9057.27,47.49,521.78,2388.09,8135.97,8.4254,392,38.81,23.295,642.704,1588.028,1404.808,21.61,553.46,2388.1099999999997,9062.539999999999,47.54600000000001,521.47,2388.0860000000002,8138.994000000001,8.447619999999999,392.8,38.76800000000001,23.25412,0.30204304329021336,6.435582335733111,4.222507548837573,0.0,0.24657656011926357,0.027386127875959874,4.507521491895221,0.09316651759088887,0.5023445033042576,0.03577708764098756,2.7853240386025653,0.020023910706964985,0.8366600265341112,0.07563068160485177,0.09502687514593015
-0.0007,-0.0001,642.4,1589.6,1403.58,21.61,553.48,2388.09,9067.94,47.5,521.17,2388.12,8143.65,8.4229,392,38.61,23.238,642.6560000000001,1590.2179999999998,1405.7959999999998,21.61,553.494,2388.102,9063.61,47.508,521.33,2388.088,8139.8679999999995,8.444700000000001,392.6,38.756,23.25454,0.33231009614516566,3.7486891042066808,2.734104972379163,0.0,0.23201293067458656,0.02588435821179732,5.116248625690756,0.04711687595767332,0.4586392918188515,0.037682887363780025,3.493181930563021,0.02274785704193797,0.894427190999952,0.09685040010250798,0.0949308063802272
0.0009,-0.0001,642.78,1588.85,1409.73,21.61,553.15,2388.08,9059.76,47.55,521.52,2388.1,8136.96,8.4585,393,38.63,23.2052,642.6539999999999,1590.882,1407.1960000000001,21.61,553.414,2388.098,9061.626,47.5,521.332,2388.082,8138.804000000001,8.440700000000001,392.6,38.708,23.261180000000003,0.33133065055923816,2.9111973481708437,2.5581888124190315,0.0,0.27318491905719594,0.02774887385168935,3.968637045625591,0.030000000000164763,0.45964116438815406,0.031144823005725956,3.38332380951319,0.016107917307969018,0.894427190999952,0.08497058314511745,0.08866872052759067
-0.0007,0.0004,642.46,1592.57,1412.02,21.61,553.62,2388.11,9060.94,47.52,521.83,2388.08,8143.76,8.4688,394,38.87,23.1731,642.682,1590.65,1407.896,21.61,553.4680000000001,2388.106,9061.382,47.506,521.382,2388.0879999999997,8139.346,8.44376,393.0,38.732,23.2164,0.30053286010021535,2.663146635091137,3.3632320764384205,0.0,0.28384855116812757,0.023021728867306922,3.9651002509287805,0.030495901364125253,0.5047474616083619,0.025884358212563,3.994875467397527,0.020104800421800382,1.0000000000000302,0.11233877335994971,0.051800916980316664
-0.0016,0.0003,642.56,1595.65,1412.69,21.61,553.83,2388.1,9066.41,47.54,521.36,2388.18,8139.19,8.4271,394,38.77,23.266,642.6700000000001,1592.188,1408.7060000000001,21.61,553.464,2388.1040000000003,9062.464000000002,47.52,521.5319999999999,2388.114,8139.906,8.44054,393.0,38.73800000000001,23.23546,0.3047950130825918,2.9285696167235242,4.01228488519731,0.0,0.27718225051444756,0.023021728867339022,4.532364724941784,0.02549509756819166,0.2788727308289938,0.039749213830649714,3.6590476903165543,0.02146049859626668,1.0000000000000302,0.11366617790713937,0.04818867086775654
-0.0006,-0.0003,642.07,1592.87,1409.75,21.61,552.57,2388.08,9061.42,47.56,521.78,2388.12,8141.75,8.463,392,38.7,23.1516,642.454,1591.908,1409.554,21.61,553.3299999999999,2388.092,9063.294,47.534000000000006,521.532,2388.12,8141.062,8.448060000000002,393.0,38.715999999999994,23.206780000000002,0.25880494585689584,2.740642260492305,3.594221751642635,0.0,0.49157908824554464,0.013038404812353127,3.6344573184842384,0.024083189157849752,0.2788727308289938,0.03741657387012117,2.9487743216468916,0.02141665239948867,1.0000000000000302,0.10667708282485083,0.04653860762852659
0.0017,0.0002,642.74,1591.07,1415.71,21.61,552.32,2388.12,9063.16,47.6,521.41,2388.03,8141.15,8.437,393,38.77,23.2814,642.522,1592.202,1411.98,21.61,553.0980000000001,2388.098,9062.338,47.554,521.58,2388.102,8140.562,8.450880000000002,393.2,38.748000000000005,23.21546,0.2844644090215828,2.499383924089299,2.472549291718135,0.0,0.6509761900411303,0.017888543821357974,2.5836060070953604,0.029664793948624965,0.2141261310535919,0.054954526657060916,2.5904188850469603,0.017918063511456642,0.8366600265341112,0.08955445270904176,0.056745290553505696
0.0018,0.0002,642.54,1595.33,1413.15,21.61,553.05,2388.1,9064.26,47.38,521.97,2388.08,8134.94,8.4563,393,38.82,23.2471,642.4739999999999,1593.498,1412.664,21.61,553.0780000000001,2388.102,9063.238000000001,47.52,521.6700000000001,2388.0980000000004,8140.158,8.45044,393.2,38.786,23.22384,0.2479516081819116,1.9453842808026847,2.1459916122795817,0.0,0.650515180453525,0.01483239697582002,2.219125954037681,0.08366600265347528,0.2699073915251631,0.055856960175862155,3.341312616324773,0.017709968944088557,0.8366600265341112,0.06348228099250265,0.057932745489935
0.0024,0.0005,642.55,1592.2,1406.65,21.61,553.57,2388.09,9063.74,47.67,521.31,2388.11,8141.11,8.4342,393,38.89,23.3028,642.492,1593.424,1411.5900000000001,21.61,553.068,2388.098,9063.798,47.55,521.566,2388.104,8139.628,8.443520000000001,393.0,38.790000000000006,23.24978,0.2499399927982648,1.995890778573385,3.478764148368897,0.0,0.6404061211454032,0.014832396975751035,1.8097845175256566,0.10723805294770045,0.29211299183705014,0.05504543577908619,2.7921711981920843,0.015344282322755767,0.7071067811865878,0.070356236397428,0.05856732877638428
0.0008,-0.0004,642.62,1589.66,1405.98,21.61,554.0,2388.13,9062.91,47.37,521.34,2388.11,8145.66,8.4454,395,39.03,23.2205,642.5039999999999,1592.2259999999999,1410.248,21.61,553.1020000000001,2388.1040000000003,9063.098,47.516,521.562,2388.09,8140.9220000000005,8.44718,393.2,38.842,23.24068,0.25540164447395935,2.119606095479971,4.1732625127087974,0.0,0.6933036852638664,0.02073644135454105,1.0743928517476893,0.13464768843174155,0.2957532755524294,0.036742346142615685,3.8407642468665113,0.012336206872474862,1.095445115010361,0.12597618822620696,0.05895063188805769
0.0009,0.0002,642.6,1590.3,1407.55,21.61,553.53,2388.07,9054.6,47.51,521.09,2388.07,8146.31,8.4165,394,38.92,23.3995,642.61,1591.712,1409.808,21.61,553.2940000000001,2388.102,9061.734,47.50599999999999,521.424,2388.08,8141.834,8.437880000000002,393.6,38.886,23.29026,0.08000000000027635,2.232973354072259,4.351082623897401,0.0,0.6400234370711163,0.02387467277358468,4.0222854199950975,0.1324009063413484,0.32784142508240877,0.03316624790410255,4.560485719745797,0.014724707127829185,0.894427190999952,0.0996493853468227,0.06873567487120635
0.0018,-0.0001,642.73,1589.5,1415.36,21.61,552.87,2388.1,9057.76,47.49,521.85,2388.12,8135.57,8.4417,395,38.74,23.2573,642.608,1591.398,1409.7379999999998,21.61,553.404,2388.0980000000004,9060.653999999999,47.483999999999995,521.512,2388.098,8140.717999999999,8.43882,394.0,38.88,23.28544,0.07596051605961146,2.4460417003798556,4.23362374331753,0.0,0.4497554891274468,0.021679483389726237,4.261523201851803,0.12157302332346832,0.3783120405168582,0.02167948339060503,5.3790026956686425,0.014804289918816143,1.0000000000000302,0.10885770528538792,0.07033859537977914
0.0025,-0.0,643.24,1579.45,1405.78,21.61,552.57,2388.13,9057.34,47.56,521.56,2388.13,8141.88,8.4589,395,38.69,23.3229,642.7479999999999,1588.222,1408.264,21.61,553.308,2388.1040000000003,9059.27,47.519999999999996,521.4300000000001,2388.1079999999997,8142.106,8.43934,394.4,38.854,23.300600000000003,0.28278967449331927,5.019752981970569,4.026627621221649,0.0,0.5773387220690447,0.026076809621759095,3.9065457887936796,0.1090871211464116,0.2878367592925838,0.02280350850426324,4.303107017028891,0.015596249549182144,0.894427190999952,0.13831124321617613,0.06814367175314226
0.0004,0.0004,642.48,1587.57,1409.59,21.61,553.76,2388.03,9058.55,47.55,521.6,2388.08,8138.41,8.4441,392,38.89,23.3827,642.734,1587.2959999999998,1408.8519999999999,21.61,553.3460000000001,2388.092,9058.232,47.496,521.488,2388.102,8141.566000000001,8.441320000000001,394.2,38.854,23.31658,0.29644561052584445,4.5029135012793535,3.9458674584917364,0.0,0.604508064462564,0.042661458015789334,3.0081007296893247,0.07602631123505672,0.2868274742768319,0.025884358212928643,4.617285999372975,0.015407855139519108,1.3038404810405553,0.13831124321617613,0.07751291505291094
0.0007,-0.0003,642.37,1596.08,1406.09,21.61,553.22,2388.1,9058.56,47.62,520.94,2388.12,8145.42,8.4477,393,38.74,23.2892,642.684,1588.58,1408.874,21.61,553.19,2388.0860000000002,9057.362,47.54600000000001,521.408,2388.1040000000003,8141.518000000001,8.44178,393.8,38.796,23.33032,0.33857052441116436,6.0089890996740465,3.926108760590349,0.0,0.48171568378081103,0.03781534080269242,1.6304968567799625,0.05029910535997007,0.379301990503665,0.027018512173997693,4.5650377873579675,0.015593331908236068,1.3038404810405553,0.10212737145355485,0.06043047244561011
